ID,Display Name,Category,Sub-Category,Primary Link,Secondary Link,Author Name,Author Link,Active,Date Added,Last Modified,Last Checked,License,Description,Removed From Origin,Stale,Repo Created,Latest Release,Release Version,Release Source
tool-d95e578f,Claude Code Templates,Tooling,General,https://github.com/davila7/claude-code-templates,https://www.npmjs.com/package/claude-code-templates,Daniel Avila,https://github.com/davila7,TRUE,2025-08-24:09-32-10,2026-02-25:03-52-31,2026-02-14:19-09-32,MIT,"Incredibly awesome collection of resources from every category in this list, presented with a neatly polished UI, great features like usage dashboard, analytics, and everything from slash commands to hooks to agents. An awesome companion for this awesome list.",FALSE,FALSE,2025-07-04:01-35-24,2025-11-15:20-41-43,v1.28.3,github-releases
tool-552cdcdf,Claude Composer,Tooling,General,https://github.com/possibilities/claude-composer,,Mike Bannister,https://github.com/possibilities,TRUE,2025-07-29,2025-07-31:02-29-50,2026-02-14:19-09-35,Unlicense,A tool that adds small enhancements to Claude Code.,FALSE,TRUE,2025-05-28:13-05-08,,,
tool-ca25af98,Claude Hub,Tooling,General,https://github.com/claude-did-this/claude-hub,,Claude Did This,https://github.com/claude-did-this,TRUE,2025-07-29,2025-06-20:16-16-08,2026-02-14:19-09-37,NOT_FOUND,"A webhook service that connects Claude Code to GitHub repositories, enabling AI-powered code assistance directly through pull requests and issues. This integration allows Claude to analyze repositories, answer technical questions, and help developers understand and improve their codebase through simple @mentions.",FALSE,TRUE,2025-05-20:17-01-59,2025-05-31:18-48-30,v0.1.1,github-releases
tool-0b63bd5f,Claude Session Restore,Tooling,General,https://github.com/ZENG3LD/claude-session-restore,,ZENG3LD,https://github.com/ZENG3LD,TRUE,2026-01-29:01-51-46,2026-01-26:07-54-17,2026-02-14:19-09-39,NOASSERTION,Efficiently restore context from previous Claude Code sessions by analyzing session files and git history. Features multi-factor data collection across numerous Claude Code capacities with time-based filtering. Uses tail-based parsing for efficient handling of large session files up to 2GB. Includes both a CLI tool for manual analysis and a Claude Code skill for automatic session restoration.,FALSE,FALSE,2026-01-26:07-13-54,,,
tool-3bb5a470,claude-code-tools,Tooling,General,https://github.com/pchalasani/claude-code-tools,,Prasad Chalasani,https://github.com/pchalasani,TRUE,2025-08-05:12-08-07,2026-02-24:12-43-45,2026-02-14:19-09-41,MIT,"Well-crafted toolset for session continuity, featuring skills/commands to avoid compaction and recover context across sessions with cross-agent handoff between Claude Code and Codex CLI. Includes a fast Rust/Tantivy-powered full-text session search (TUI for humans, skill/CLI for agents), tmux-cli skill + command for interacting with scripts and CLI agents, and safety hooks to block dangerous commands.",FALSE,FALSE,2025-07-31:11-39-16,2026-02-19:17-42-38,v1.10.7,github-releases
tool-8b0193b7,claude-starter-kit,Tooling,General,https://github.com/serpro69/claude-starter-kit,,serpro69,https://github.com/serpro69,TRUE,2025-12-06:09-40-40,2026-02-23:14-43-29,2026-02-14:19-09-43,MIT,"This is a starter template repository designed to provide a complete development environment for Claude-Code with pre-configured MCP servers and tools for AI-powered development workflows. The repository is intentionally minimal, containing only configuration templates for three primary systems: Claude Code, Serena, and Task Master.",FALSE,FALSE,2025-10-17:10-31-30,2026-02-01:18-55-02,v0.2.0,github-releases
tool-1cbdd0fb,claudekit,Tooling,General,https://github.com/carlrannaberg/claudekit,https://www.npmjs.com/package/claudekit,Carl Rannaberg,https://github.com/carlrannaberg,TRUE,2025-08-24:07-25-28,2026-01-15:07-30-07,2026-02-14:19-09-45,MIT,"Impressive CLI toolkit providing auto-save checkpointing, code quality hooks, specification generation and execution, and 20+ specialized subagents including oracle (gpt-5), code-reviewer (6-aspect deep analysis), ai-sdk-expert (Vercel AI SDK), typescript-expert and many more for Claude Code workflows.",FALSE,FALSE,2025-07-11:19-10-32,2025-09-28:22-17-04,v0.9.4,github-releases
tool-af235370,Container Use,Tooling,General,https://github.com/dagger/container-use,,dagger,https://github.com/dagger,TRUE,2025-07-29,2026-02-23:12-37-45,2026-02-14:19-09-47,Apache-2.0,Development environments for coding agents. Enable multiple agents to work safely and independently with your preferred stack.,FALSE,TRUE,2025-05-27:17-37-49,2025-08-19:22-31-40,v0.4.2,github-releases
tool-b3562922,ContextKit,Tooling,General,https://github.com/FlineDev/ContextKit,,Cihat Gündüz,https://github.com/Jeehut,TRUE,2025-10-10:09-45-34,2026-01-27:12-49-38,2026-02-14:19-09-49,MIT,"A systematic development framework that transforms Claude Code into a proactive development partner. Features 4-phase planning methodology, specialized quality agents, and structured workflows that help AI produce production-ready code on first try.",FALSE,FALSE,2025-09-12:09-49-38,2025-10-17:14-33-20,0.2.0,github-releases
tool-6e6f1ae1,recall,Tooling,General,https://github.com/zippoxer/recall,,zippoxer,https://github.com/zippoxer,TRUE,2025-12-03:07-17-55,2026-01-14:07-49-55,2026-02-14:19-09-51,MIT,"Full-text search your Claude Code sessions. Run `recall` in terminal, type to search, Enter to resume. Alternative to `claude --resume`.",FALSE,FALSE,2025-11-28:03-10-12,2026-01-13:18-50-54,v0.5.0,github-releases
tool-5845fda0,Rulesync,Tooling,General,https://github.com/dyoshikawa/rulesync,,dyoshikawa,https://github.com/dyoshikawa,TRUE,2025-10-16:13-16-02,2026-02-25:14-39-28,2026-02-14:19-09-53,MIT,"A Node.js CLI tool that automatically generates configs (rules, ignore files, MCP servers, commands, and subagents) for various AI coding agents. Rulesync can convert configs between Claude Code and other AI agents in both directions.",FALSE,FALSE,2025-06-18:13-17-53,2026-02-25:13-48-45,v7.8.1,github-releases
tool-a5798d4b,run-claude-docker,Tooling,General,https://github.com/icanhasjonas/run-claude-docker,,Jonas,https://github.com/icanhasjonas/,TRUE,2025-09-26:05-55-44,2025-08-14:21-00-39,2026-02-14:19-09-55,MIT,"A self-contained Docker runner that forwards your current workspace into a safe(r) isolated docker container, where you still have access to your Claude Code settings, authentication, ssh agent, pgp, optionally aws keys etc.",FALSE,TRUE,2025-08-13:19-28-10,,,
tool-4a5cf064,stt-mcp-server-linux,Tooling,General,https://github.com/marcindulak/stt-mcp-server-linux,,marcindulak,https://github.com/marcindulak,TRUE,2025-09-13:02-17-09,2026-01-10:20-37-37,2026-02-14:19-09-57,Apache-2.0,"A push-to-talk speech transcription setup for Linux using a Python MCP server. Runs locally in Docker with no external API calls. Your speech is recorded, transcribed into text, and then sent to Claude running in a Tmux session.",FALSE,FALSE,2025-09-07:00-38-51,,,
tool-5f5d572e,SuperClaude,Tooling,General,https://github.com/SuperClaude-Org/SuperClaude_Framework,https://superclaude.netlify.app/,SuperClaude-Org,https://github.com/SuperClaude-Org,TRUE,2025-09-11:13-42-12,2026-02-25:09-14-50,2026-02-14:19-09-59,MIT,"A versatile configuration framework that enhances Claude Code with specialized commands, cognitive personas, and development methodologies, such as ""Introspection"" and ""Orchestration"".",FALSE,FALSE,2025-07-14:12-28-11,2026-01-18:13-12-50,v4.2.0,github-releases
tool-8d2e7868,tweakcc,Tooling,General,https://github.com/Piebald-AI/tweakcc,,Piebald-AI,https://github.com/Piebald-AI,TRUE,,2026-02-25:16-58-22,2026-02-14:19-10-01,MIT,Command-line tool to customize your Claude Code styling.,FALSE,FALSE,2025-07-20:21-30-47,2026-02-25:17-08-54,v4.0.9,github-releases
tool-0b63c72c,Vibe-Log,Tooling,General,https://github.com/vibe-log/vibe-log-cli,,Vibe-Log,https://github.com/vibe-log,TRUE,2025-10-10:10-38-18,2025-12-10:22-44-22,2026-02-14:19-10-04,MIT,"Analyzes your Claude Code prompts locally (using CC), provides intelligent session analysis and actionable strategic guidance - works in the statusline and produces very pretty HTML reports as well. Easy to install and remove.",FALSE,FALSE,2025-08-15:18-42-36,2025-12-05:16-47-32,v0.8.6,github-releases
tool-fcf2812e,viwo-cli,Tooling,General,https://github.com/OverseedAI/viwo,,Hal Shin,https://github.com/hal-shin,TRUE,2025-12-06:09-03-50,2026-01-09:05-24-30,2026-02-14:19-10-06,MIT,Run Claude Code in a Docker container with git worktrees as volume mounts to enable safer usage of `--dangerously-skip-permissions` for frictionless one-shotting prompts. Allows users to spin up multiple instances of Claude Code in the background easily with reduced permission fatigue.,FALSE,FALSE,2025-09-04:17-05-44,2026-01-05:22-16-44,v0.5.0,github-releases
tool-1e4657fd,VoiceMode MCP,Tooling,General,https://github.com/mbailey/voicemode,https://getvoicemode.com,Mike Bailey,https://github.com/mbailey,TRUE,2025-10-16:12-54-25,2026-02-24:10-09-53,2026-02-14:19-10-08,MIT,VoiceMode MCP brings natural conversations to Claude Code. It supports any OpenAI API compatible voice services and installs free and open source voice services (Whisper.cpp and Kokoro-FastAPI).,FALSE,FALSE,2025-06-08:16-20-50,2026-02-24:04-53-02,v8.3.0,github-releases
tool-984936a7,Claude Code Chat,Tooling,IDE Integrations,https://marketplace.visualstudio.com/items?itemName=AndrePimenta.claude-code-chat,,andrepimenta,https://github.com/andrepimenta,TRUE,,,2025-07-18:02-03-39,&copy;,An elegant and user-friendly Claude Code chat interface for VS Code.,FALSE,,,,,
tool-5ab1a854,claude-code-ide.el,Tooling,IDE Integrations,https://github.com/manzaltu/claude-code-ide.el,,manzaltu,https://github.com/manzaltu,TRUE,2025-08-07:18-26-57,2026-02-02:15-47-13,2026-02-14:19-10-10,GPL-3.0,"claude-code-ide.el integrates Claude Code with Emacs, like Anthropic’s VS Code/IntelliJ extensions. It shows ediff-based code suggestions, pulls LSP/flymake/flycheck diagnostics, and tracks buffer context. It adds an extensible MCP tool support for symbol refs/defs, project metadata, and tree-sitter AST queries.",FALSE,FALSE,2025-06-23:21-33-22,,,
tool-941ef941,claude-code.el,Tooling,IDE Integrations,https://github.com/stevemolitor/claude-code.el,,stevemolitor,https://github.com/stevemolitor,TRUE,2025-07-29,2025-12-18:22-56-06,2026-02-14:19-10-12,Apache-2.0,An Emacs interface for Claude Code CLI.,FALSE,FALSE,2025-03-13:04-40-23,,,
tool-0607ef06,claude-code.nvim,Tooling,IDE Integrations,https://github.com/greggh/claude-code.nvim,,greggh,https://github.com/greggh,TRUE,2025-07-29,2026-02-04:14-44-50,2026-02-14:19-10-14,MIT,A seamless integration between Claude Code AI assistant and Neovim.,FALSE,FALSE,2025-02-24:21-33-14,2025-03-21:14-43-57,v0.4.3,github-releases
tool-7e19bf77,Claudix - Claude Code for VSCode,Tooling,IDE Integrations,https://github.com/Haleclipse/Claudix,,Haleclipse,https://github.com/Haleclipse,TRUE,2025-12-06:14-05-06,2025-12-08:18-25-11,2026-02-14:19-10-16,AGPL-3.0,"A VSCode extension that brings Claude Code directly into your editor with interactive chat interface, session management, intelligent file operations, terminal execution, and real-time streaming responses. Built with Vue 3, TypeScript.",FALSE,FALSE,2025-11-13:12-04-40,2025-11-13:13-18-27,0.3.9,github-releases
tool-631dbe0f,CC Usage,Tooling,Usage Monitors,https://github.com/ryoppippi/ccusage,,ryoppippi,https://github.com/ryoppippi,TRUE,2025-07-29,2026-02-24:14-31-54,2026-02-14:19-10-20,NOASSERTION,"Handy CLI tool for managing and analyzing Claude Code usage, based on analyzing local Claude Code logs. Presents a nice dashboard regarding cost information, token consumption, etc.",FALSE,FALSE,2025-05-29:17-51-05,2026-02-24:14-34-34,v18.0.8,github-releases
tool-ec858306,ccflare,Tooling,Usage Monitors,https://github.com/snipeship/ccflare,https://ccflare.com/,snipeship,https://github.com/snipeship,TRUE,2025-08-19:01-02-03,2025-08-24:20-28-28,2026-02-14:19-10-22,MIT,"Claude Code usage dashboard with a web-UI that would put Tableau to shame. Thoroughly comprehensive metrics, frictionless setup, detailed logging, really really nice UI.",FALSE,TRUE,2025-07-25:08-34-30,,,
tool-fe142d2f,ccflare -> **better-ccflare**,Tooling,Usage Monitors,https://github.com/tombii/better-ccflare/,,tombii,https://github.com/tombii,TRUE,2025-12-05:14-19-09,2026-02-25:20-38-34,2026-02-14:19-10-24,MIT,"A well-maintained and feature-enhanced fork of the glorious `ccflare` usage dashboard by @snipeship (which at the time of writing has not had an update in a few months). `better-ccflare` builds on this foundation with some performance enhancements, extended provider support, bug fixes, Docker deployment, and more.",FALSE,FALSE,2025-07-25:08-34-30,2026-02-25:20-38-16,v3.2.2,github-releases
tool-ca599740,Claude Code Usage Monitor,Tooling,Usage Monitors,https://github.com/Maciek-roboblog/Claude-Code-Usage-Monitor,,Maciek-roboblog,https://github.com/Maciek-roboblog,TRUE,2025-07-29,2025-07-23:22-21-42,2026-02-14:19-10-26,MIT,"A real-time terminal-based tool for monitoring Claude Code token usage. It shows live token consumption, burn rate, and predictions for token depletion. Features include visual progress bars, session-aware analytics, and support for multiple subscription plans.",FALSE,TRUE,2025-06-18:23-56-54,2025-07-23:22-13-19,v3.1.0,github-releases
tool-61d0c1d6,Claudex,Tooling,Usage Monitors,https://github.com/kunwar-shah/claudex,https://kunwar-shah.github.io/claudex/#/,Kunwar Shah,https://github.com/kunwar-shah,TRUE,2025-11-01:06-27-56,2026-02-14:18-09-14,2026-02-14:19-10-28,MIT,"Claudex - A web-based browser for exploring your Claude Code conversation history across projects. Indexes your codebase for full-text search. Nice, easy-to-navigate UI. Simple dashboard interface for high-level analytics, and multiple export options as well. (And completely local w/ no telemetry!)",FALSE,FALSE,2025-09-12:08-30-58,2026-02-12:13-09-53,v1.3.0,github-releases
tool-a375ba14,viberank,Tooling,Usage Monitors,https://github.com/sculptdotfun/viberank,,nikshepsvn,https://github.com/nikshepsvn,TRUE,2025-08-07:18-55-54,2026-01-26:03-24-16,2026-02-14:19-10-31,MIT,"A community-driven leaderboard tool that enables developers to visualize, track, and compete based on their Claude Code usage statistics. It features robust data analytics, GitHub OAuth, data validation, and user-friendly CLI/web submission methods.",FALSE,FALSE,2025-07-02:22-48-41,,,
tool-8d6f8d23,Auto-Claude,Tooling,Orchestrators,https://github.com/AndyMik90/Auto-Claude,,AndyMik90,https://github.com/AndyMik90,TRUE,2026-02-13:20-02-48,2026-02-21:20-34-08,2026-02-14:19-10-33,AGPL-3.0,"Autonomous multi-agent coding framework for Claude Code (Claude Agent SDK) that integrates the full SDLC - ""plans, builds, and validates software for you"". Features a slick kanban-style UI and a well-designed but not over-engineered agent orchestration system.",FALSE,FALSE,2025-12-04:22-10-40,2026-02-20:11-47-15,v2.7.6,github-releases
tool-3b3bedca,Claude Code Flow,Tooling,Orchestrators,https://github.com/ruvnet/claude-code-flow,,ruvnet,https://github.com/ruvnet,TRUE,2025-07-29,2026-02-17:21-41-47,2026-02-14:19-10-35,MIT,"This mode serves as a code-first orchestration layer, enabling Claude to write, edit, test, and optimize code autonomously across recursive agent cycles.",FALSE,FALSE,2025-06-02:21-24-20,2025-10-24:19-10-53,v2.7.1-agentic-flow-1.7.4,github-releases
tool-5d0685f2,Claude Squad,Tooling,Orchestrators,https://github.com/smtg-ai/claude-squad,,smtg-ai,https://github.com/smtg-ai,TRUE,2025-07-29,2025-12-24:21-14-38,2026-02-14:19-10-37,AGPL-3.0,"Claude Squad is a terminal app that manages multiple Claude Code, Codex (and other local agents including Aider) in separate workspaces, allowing you to work on multiple tasks simultaneously.",FALSE,FALSE,2025-03-09:21-02-23,2025-12-24:21-18-00,v1.0.14,github-releases
tool-1af2fe4c,Claude Swarm,Tooling,Orchestrators,https://github.com/parruda/claude-swarm,,parruda,https://github.com/parruda,TRUE,2025-07-29,2026-02-12:01-56-02,2026-02-14:19-10-40,MIT,Launch Claude Code session that is connected to a swarm of Claude Code Agents.,FALSE,FALSE,2025-05-28:21-09-56,2026-02-12:02-02-31,swarm_sdk-v2.7.15,github-releases
tool-a1e3d643,Claude Task Master,Tooling,Orchestrators,https://github.com/eyaltoledano/claude-task-master,,eyaltoledano,https://github.com/eyaltoledano,TRUE,2025-07-29,2026-02-04:13-54-29,2026-02-14:19-10-42,NOASSERTION,"A task management system for AI-driven development with Claude, designed to work seamlessly with Cursor AI.",FALSE,FALSE,2025-03-04:18-55-17,2026-02-04:13-56-27,task-master-ai@0.43.0,github-releases
tool-f81477b3,Claude Task Runner,Tooling,Orchestrators,https://github.com/grahama1970/claude-task-runner,,grahama1970,https://github.com/grahama1970,TRUE,2025-07-29,2025-05-13:23-08-49,2026-02-14:19-10-44,NOT_FOUND,"A specialized tool to manage context isolation and focused task execution with Claude Code, solving the critical challenge of context length limitations and task focus when working with Claude on complex, multi-step projects.",FALSE,TRUE,2025-05-13:13-31-23,,,
tool-b4facb98,Happy Coder,Tooling,Orchestrators,https://github.com/slopus/happy,https://happy.engineering/docs,GrocerPublishAgent,https://peoplesgrocers.com/en/projects,TRUE,2025-08-29:11-57-49,2026-02-14:07-28-04,2026-02-14:19-10-46,MIT,"Spawn and control multiple Claude Codes in parallel from your phone or desktop. Happy Coder runs Claude Code on your hardware, sends push notifications when Claude needs more input or permission, and costs nothing.",FALSE,FALSE,2025-07-13:02-09-56,,,
tool-9c3f497a,The Agentic Startup,Tooling,Orchestrators,https://github.com/rsmdt/the-startup,,Rudolf Schmidt,https://github.com/rsmdt,TRUE,2025-09-28:14-25-25,2026-02-22:12-16-12,2026-02-14:19-10-48,MIT,"Yet Another Claude Orchestrator - a collection of agents, commands, etc., for shipping production code - but I like this because it's comprehensive, well-written, and one of the few resources that actually uses Output Styles! +10 points!",FALSE,FALSE,2025-08-03:15-01-03,2026-02-22:12-17-35,v3.3.0,github-releases
tool-5fb873b1,TSK - AI Agent Task Manager and Sandbox,Tooling,Orchestrators,https://github.com/dtormoen/tsk,,dtormoen,https://github.com/dtormoen,TRUE,,2026-02-25:22-30-27,2026-02-14:19-10-50,MIT,"A Rust CLI tool that lets you delegate development tasks to AI agents running in sandboxed Docker environments. Multiple agents work in parallel, returning git branches for human review.",FALSE,FALSE,2025-05-31:18-27-41,2026-02-24:17-51-16,v0.9.1,github-releases
tool-df3ddc27,claude-rules-doctor,Tooling,Config Managers,https://github.com/nulone/claude-rules-doctor,,nulone,https://github.com/nulone,TRUE,2026-02-15:00-50-56,2026-02-25:02-41-47,2026-02-15:00-50-56,MIT,"CLI that detects dead `.claude/rules/` files by checking if `paths:` globs actually match files in your repo. Catches silent rule failures where renamed directories or typos in glob patterns cause rules to never apply. Features CI mode (exit 1 on dead rules), JSON output, and verbose mode showing matched files.",FALSE,FALSE,2026-01-28:14-16-00,2026-01-28:23-46-17,v0.2.2,github-releases
tool-7c53b5cb,ClaudeCTX,Tooling,Config Managers,https://github.com/foxj77/claudectx,,John Fox,https://github.com/foxj77,TRUE,2026-02-14:00-00-00,2026-01-26:20-39-06,2026-02-14:19-10-52,MIT,claudectx lets you switch your entire Claude Code configuration with a single command.,FALSE,FALSE,,2026-01-02:22-50-20,v1.2.0,github-releases
status-d69e91f3,CCometixLine - Claude Code Statusline,Status Lines,General,https://github.com/Haleclipse/CCometixLine,,Haleclipse,https://github.com/Haleclipse,TRUE,2025-12-06:14-50-30,2026-02-09:16-21-03,2026-02-14:19-10-54,NOT_FOUND,"A high-performance Claude Code statusline tool written in Rust with Git integration, usage tracking, interactive TUI configuration, and Claude Code enhancement utilities.",FALSE,FALSE,2025-08-11:16-23-41,2026-02-09:16-24-17,v1.1.1,github-releases
status-4e8a47cf,ccstatusline,Status Lines,General,https://github.com/sirmalloc/ccstatusline,https://www.npmjs.com/package/ccstatusline,sirmalloc,https://github.com/sirmalloc,TRUE,2025-08-12:19-47-59,2026-02-24:19-50-47,2026-02-14:19-10-56,MIT,"A highly customizable status line formatter for Claude Code CLI that displays model info, git branch, token usage, and other metrics in your terminal.",FALSE,FALSE,2025-08-08:11-20-28,,,
status-83779330,claude-code-statusline,Status Lines,General,https://github.com/rz1989s/claude-code-statusline,,rz1989s,https://github.com/rz1989s,TRUE,2025-09-01:14-56-40,2026-02-22:04-40-58,2026-02-14:19-10-58,MIT,"Enhanced 4-line statusline for Claude Code with themes, cost tracking, and MCP server monitoring",FALSE,FALSE,2025-08-18:06-45-07,2026-02-15:03-56-21,v2.18.0,github-releases
status-e3a9d274,claude-powerline,Status Lines,General,https://github.com/Owloops/claude-powerline,https://www.npmjs.com/package/@owloops/claude-powerline,Owloops,https://github.com/Owloops,TRUE,2025-08-16:06-23-25,2026-02-22:04-16-23,2026-02-14:19-11-00,MIT,"A vim-style powerline statusline for Claude Code with real-time usage tracking, git integration, custom themes, and more",FALSE,FALSE,2025-08-10:08-11-34,2026-02-18:19-54-06,v1.17.2,github-releases
status-bb559460,claudia-statusline,Status Lines,General,https://github.com/hagan/claudia-statusline,,Hagan Franks,https://github.com/hagan,TRUE,2025-10-10:09-41-03,2026-01-17:23-15-29,2026-02-14:19-11-02,MIT,"High-performance Rust-based statusline for Claude Code with persistent stats tracking, progress bars, and optional cloud sync. Features SQLite-first persistence, git integration, context progress bars, burn rate calculation, XDG-compliant with theme support (dark/light, NO_COLOR).",FALSE,FALSE,2025-08-23:03-03-49,2026-01-17:23-22-57,v2.22.1,github-releases
hook-73da34c7,Britfix,Hooks,General,https://github.com/Talieisin/britfix,,Talieisin,https://github.com/Talieisin,TRUE,2025-12-03:07-30-41,2026-01-17:21-24-47,2026-02-14:19-11-04,MIT,"Claude outputs American spellings by default, which can have an impact on: professional credibility, compliance, documentation, and more. Britfix converts to British English, with a Claude Code hook for automatic conversion as files are written. Context-aware: handles code files intelligently by only converting comments and docstrings, never identifiers or string literals.",FALSE,FALSE,2025-12-01:06-50-17,,,
hook-37bef012,CC Notify,Hooks,General,https://github.com/dazuiba/CCNotify,,dazuiba,https://github.com/dazuiba,TRUE,,2025-10-14:02-26-09,2026-02-14:19-11-06,MIT,"CCNotify provides desktop notifications for Claude Code, alerting you to input needs or task completion, with one-click jumps back to VS Code and task duration display.",FALSE,TRUE,2025-07-24:12-57-26,,,
hook-26657310,cchooks,Hooks,General,https://github.com/GowayLee/cchooks,https://pypi.org/project/cchooks/,GowayLee,https://github.com/GowayLee,TRUE,2025-07-29,2025-11-12:04-26-29,2026-02-14:19-11-08,MIT,"A lightweight Python SDK with a clean API and good documentation; simplifies the process of writing hooks and integrating them into your codebase, providing a nice abstraction over the JSON configuration files.",FALSE,TRUE,2025-07-16:11-47-14,2025-11-12:04-35-09,v0.1.5,github-releases
hook-4b08835a,Claude Code Hook Comms (HCOM),Hooks,General,https://github.com/aannoo/claude-hook-comms,https://pypi.org/project/hcom,aannoo,https://github.com/aannoo,TRUE,2025-12-18:06-06-18,2026-02-22:14-41-48,2026-02-14:19-11-11,MIT,"Lightweight CLI tool for real-time communication between Claude Code sub agents using hooks. Enables multi-agent collaboration with @-mention targeting, live dashboard monitoring, and zero-dependency implementation. [NOTE: At the time of posting, this resource is a little unstable - I'm sharing it anyway, because I think it's incredibly promising and creative. I hope by the time you read this, it is production-ready.]",FALSE,FALSE,2025-07-21:02-09-06,2026-02-22:14-45-51,v0.6.22,github-releases
hook-61fc561a,claude-code-hooks-sdk,Hooks,General,https://github.com/beyondcode/claude-hooks-sdk,,beyondcode,https://github.com/beyondcode,TRUE,2025-07-29,2026-01-12:05-58-06,2026-02-14:19-11-13,MIT,"A Laravel-inspired PHP SDK for building Claude Code hook responses with a clean, fluent API. This SDK makes it easy to create structured JSON responses for Claude Code hooks using an expressive, chainable interface.",FALSE,FALSE,2025-07-03:19-44-53,2025-07-03:20-17-57,0.1.0,github-releases
hook-ff4a072b,claude-hooks,Hooks,General,https://github.com/johnlindquist/claude-hooks,,John Lindquist,https://github.com/johnlindquist,TRUE,2025-07-29,2025-08-01:14-42-26,2026-02-14:19-11-15,MIT,A TypeScript-based system for configuring and customizing Claude Code hooks with a powerful and flexible interface.,FALSE,TRUE,2025-07-03:22-10-15,2025-08-01:14-45-16,v2.4.0,github-releases
hook-9cfa9465,Claudio,Hooks,General,https://github.com/ctoth/claudio,,Christopher Toth,https://github.com/ctoth,TRUE,2025-09-30:14-44-46,2026-02-18:06-48-20,2026-02-14:19-11-17,NOT_FOUND,A no-frills little library that adds delightful OS-native sounds to Claude Code via simple hooks. It really sparks joy.,FALSE,FALSE,2025-07-26:21-45-51,,,
hook-fb83c94c,fcakyon Collection (Code Quality and Tool Usage),Hooks,General,https://github.com/fcakyon/claude-codex-settings/tree/main/.claude/hooks,,Fatih Akyon,https://github.com/fcakyon,FALSE,2025-10-24:21-52-56,,2026-02-14:19-11-17,Apache-2.0,Very well-written set of hooks for code quality and tool usage regulation (e.g. force Tavily over WebFetch tool).,FALSE,,2025-07-09:07-46-08,,,
hook-2b995e52,TDD Guard,Hooks,General,https://github.com/nizos/tdd-guard,,Nizar Selander,https://github.com/nizos,TRUE,2025-07-29,2026-02-23:11-17-12,2026-02-14:19-11-19,MIT,A hooks-driven system that monitors file operations in real-time and blocks changes that violate TDD principles.,FALSE,FALSE,2025-07-03:06-11-29,2026-01-30:12-53-47,storybook-v0.1.0,github-releases
hook-3ca1f52e,TypeScript Quality Hooks,Hooks,General,https://github.com/bartolli/claude-code-typescript-hooks,,bartolli,https://github.com/bartolli,TRUE,2025-08-23:23-46-33,2025-08-26:17-11-20,2026-02-14:19-11-21,MIT,"Quality check hook for Node.js TypeScript projects with TypeScript compilation. ESLint auto-fixing, and Prettier formatting. Uses SHA256 config caching for < 5ms validation performance during real-time editing.",FALSE,TRUE,2025-07-21:01-19-57,,,
hook-7dbcf415,Plannotator,Hooks,,https://github.com/backnotprop/plannotator,https://plannotator.ai,backnotprop,https://github.com/backnotprop,TRUE,2026-01-17:04-22-43,2026-02-25:14-38-17,2026-02-14:19-11-23,Apache-2.0,"Interactive plan review UI that intercepts ExitPlanMode via hooks, letting users visually annotate plans with comments, deletions, and replacements before approving or denying with detailed feedback.",FALSE,FALSE,2025-12-28:02-14-10,2026-02-23:20-35-46,v0.9.2,github-releases
cmd-d4f9e2a5,/create-hook,Slash-Commands,General,https://github.com/omril321/automated-notebooklm/blob/main/.claude/commands/create-hook.md,,Omri Lavi,https://github.com/omril321,TRUE,2025-10-01:17-06-21,2026-02-07:09-45-14,2026-02-14:19-11-25,Apache-2.0,"Slash command for hook creation - intelligently prompts you through the creation process with smart suggestions based on your project setup (TS, Prettier, ESLint...).",FALSE,TRUE,2025-07-24:11-37-46,,,
cmd-b37060d6,/linux-desktop-slash-commands,Slash-Commands,General,https://github.com/danielrosehill/Claude-Code-Linux-Desktop-Slash-Commands,,Daniel Rosehill,https://github.com/danielrosehill,TRUE,2025-10-22:12-06-56,2025-10-31:22-31-20,2026-02-14:19-11-27,NOT_FOUND,"A library of slash commands intended specifically to facilitate common and advanced operations on Linux desktop environments (although many would also be useful on Linux servers). Command groups include hardware benchmarking, filesystem organisation, and security posture validation.",FALSE,TRUE,2025-10-21:08-14-40,2025-10-25:23-17-06,25-10-2025,github-releases
cmd-9d234db1,/analyze-issue,Slash-Commands,Version Control & Git,https://github.com/jerseycheese/Narraitor/blob/feature/issue-227-ai-suggestions/.claude/commands/analyze-issue.md,,jerseycheese,https://github.com/jerseycheese,TRUE,,2026-02-06:21-14-20,2026-02-14:19-11-29,MIT,"Fetches GitHub issue details to create comprehensive implementation specifications, analyzing requirements and planning structured approach with clear implementation steps.",FALSE,FALSE,2025-04-28:17-05-33,,,
cmd-4a72b306,/bug-fix,Slash-Commands,Version Control & Git,https://github.com/danielscholl/mvn-mcp-server/blob/main/.claude/commands/bug-fix.md,,danielscholl,https://github.com/danielscholl,FALSE,2025-07-29,2025-05-06:23-07-03,2026-02-14:19-11-30,NOT_FOUND,"Streamlines bug fixing by creating a GitHub issue first, then a feature branch for implementing and thoroughly testing the solution before merging.",TRUE,,2025-10-03:22-02-03,,,
cmd-b6a797df,/commit,Slash-Commands,Version Control & Git,https://github.com/evmts/tevm-monorepo/blob/main/.claude/commands/commit.md,,evmts,https://github.com/evmts,TRUE,,2026-02-09:21-00-27,2026-02-14:19-11-32,MIT,"Creates git commits using conventional commit format with appropriate emojis, following project standards and creating descriptive messages that explain the purpose of changes.",FALSE,TRUE,2023-02-14:18-40-46,2025-10-04:11-25-52,v1.0.0-next.148,github-releases
